Time,Code,Name,Source
09:00:01,319660,피에스케이,RealTime
09:00:06,010060,OCI홀딩스,RealTime
09:00:08,141080,리가켐바이오,RealTime
09:00:10,078600,대주전자재료,RealTime
09:00:12,098070,한텍,RealTime
09:00:14,090460,비에이치,RealTime
09:00:18,131970,두산테스나,RealTime
09:00:19,007810,코리아써키트,RealTime
09:00:21,090710,휴림로봇,RealTime
09:00:22,032500,케이엠더블유,RealTime
09:00:24,353200,대덕전자,RealTime
09:00:26,053690,한미글로벌,RealTime
09:00:27,476830,알지노믹스,RealTime
09:00:30,023160,태광,RealTime
09:00:32,091580,상신이디피,RealTime
09:00:34,044490,태웅,RealTime
09:00:36,000390,삼화페인트,RealTime
09:00:38,375500,DL이앤씨,RealTime
09:00:39,282720,금양그린파워,RealTime
09:00:42,322000,HD현대에너지솔루션,RealTime
09:00:44,425420,티에프이,RealTime
09:00:47,417200,LS머트리얼즈,RealTime
09:00:49,100840,SNT에너지,RealTime
09:00:50,338840,와이바이오로직스,RealTime
09:00:53,033160,엠케이전자,RealTime
09:01:13,025860,남해화학,RealTime
09:02:08,234690,녹십자웰빙,RealTime
09:07:22,006890,태경케미컬,RealTime
09:07:58,453450,그리드위즈,RealTime
09:12:02,475580,에이럭스,RealTime
09:13:36,112610,씨에스윈드,RealTime
09:30:46,004960,한신공영,RealTime
09:45:28,131030,옵투스제약,RealTime
10:00:46,214390,경보제약,RealTime
10:49:33,042700,한미반도체,RealTime
11:07:39,036930,주성엔지니어링,RealTime
11:48:52,100840,SNT에너지,RealTime
11:48:54,044490,태웅,RealTime
11:48:54,098070,한텍,RealTime
11:48:56,217590,티엠씨,RealTime
11:48:57,375500,DL이앤씨,RealTime
11:48:58,023160,태광,RealTime
11:48:59,047050,포스코인터내셔널,RealTime
11:49:00,050890,쏠리드,RealTime
11:49:01,322000,HD현대에너지솔루션,RealTime
11:49:02,090710,휴림로봇,RealTime
11:49:02,090460,비에이치,RealTime
11:49:04,000250,삼천당제약,RealTime
11:49:05,353200,대덕전자,RealTime
11:49:05,053690,한미글로벌,RealTime
11:49:05,417200,LS머트리얼즈,RealTime
11:49:06,131970,두산테스나,RealTime
11:49:07,010060,OCI홀딩스,RealTime
11:49:08,095340,ISC,RealTime
11:49:10,141080,리가켐바이오,RealTime
11:49:10,476830,알지노믹스,RealTime
11:49:11,091580,상신이디피,RealTime
11:49:12,078600,대주전자재료,RealTime
11:49:13,319660,피에스케이,RealTime
11:49:14,425420,티에프이,RealTime
11:49:14,321550,티움바이오,RealTime
11:49:14,330860,네패스아크,RealTime
11:49:15,338840,와이바이오로직스,RealTime
11:49:15,033160,엠케이전자,RealTime
11:49:16,000390,삼화페인트,RealTime
11:49:17,032500,케이엠더블유,RealTime
11:49:18,042370,비츠로테크,RealTime
11:49:19,007810,코리아써키트,RealTime
11:55:00,131030,옵투스제약,RealTime
12:09:29,214390,경보제약,RealTime
12:25:00,282720,금양그린파워,RealTime
12:26:43,475580,에이럭스,RealTime
12:32:09,106190,하이텍팜,RealTime
12:48:40,050890,쏠리드,RealTime
12:48:43,131970,두산테스나,RealTime
12:48:43,375500,DL이앤씨,RealTime
12:48:44,090710,휴림로봇,RealTime
12:48:44,475580,에이럭스,RealTime
12:48:44,319660,피에스케이,RealTime
12:48:44,053690,한미글로벌,RealTime
12:48:45,010060,OCI홀딩스,RealTime
12:48:46,330860,네패스아크,RealTime
12:48:46,000390,삼화페인트,RealTime
12:48:47,000250,삼천당제약,RealTime
12:48:47,322000,HD현대에너지솔루션,RealTime
12:48:48,217590,티엠씨,RealTime
12:48:49,100840,SNT에너지,RealTime
12:48:50,023160,태광,RealTime
12:48:51,141080,리가켐바이오,RealTime
12:48:52,425420,티에프이,RealTime
12:48:53,321550,티움바이오,RealTime
12:48:54,047050,포스코인터내셔널,RealTime
12:48:55,042370,비츠로테크,RealTime
12:48:55,417200,LS머트리얼즈,RealTime
12:48:56,476830,알지노믹스,RealTime
12:48:56,090460,비에이치,RealTime
12:48:57,338840,와이바이오로직스,RealTime
12:48:57,044490,태웅,RealTime
12:48:58,032500,케이엠더블유,RealTime
12:48:59,078600,대주전자재료,RealTime
12:48:59,091580,상신이디피,RealTime
12:49:00,007810,코리아써키트,RealTime
12:49:00,353200,대덕전자,RealTime
12:49:01,098070,한텍,RealTime
12:49:01,033160,엠케이전자,RealTime
12:53:35,023160,태광,RealTime
12:53:36,090710,휴림로봇,RealTime
12:53:38,353200,대덕전자,RealTime
12:53:38,044490,태웅,RealTime
12:53:38,100840,SNT에너지,RealTime
12:53:39,010060,OCI홀딩스,RealTime
12:53:39,475580,에이럭스,RealTime
12:53:40,217590,티엠씨,RealTime
12:53:40,322000,HD현대에너지솔루션,RealTime
12:53:41,131970,두산테스나,RealTime
12:53:41,078600,대주전자재료,RealTime
12:53:42,050890,쏠리드,RealTime
12:53:42,319660,피에스케이,RealTime
12:53:43,476830,알지노믹스,RealTime
12:53:44,141080,리가켐바이오,RealTime
12:53:45,425420,티에프이,RealTime
12:53:45,053690,한미글로벌,RealTime
12:53:46,007810,코리아써키트,RealTime
12:53:46,047050,포스코인터내셔널,RealTime
12:53:47,321550,티움바이오,RealTime
12:53:48,417200,LS머트리얼즈,RealTime
12:53:48,090460,비에이치,RealTime
12:53:49,375500,DL이앤씨,RealTime
12:53:49,000250,삼천당제약,RealTime
12:53:49,098070,한텍,RealTime
12:53:50,033160,엠케이전자,RealTime
12:53:51,032500,케이엠더블유,RealTime
12:53:51,042370,비츠로테크,RealTime
12:53:52,338840,와이바이오로직스,RealTime
12:53:53,000390,삼화페인트,RealTime
12:54:02,282720,금양그린파워,RealTime
12:54:10,091580,상신이디피,RealTime
12:54:14,330860,네패스아크,RealTime
12:58:28,322000,HD현대에너지솔루션,RealTime
12:58:30,007810,코리아써키트,RealTime
12:58:30,090460,비에이치,RealTime
12:58:30,090710,휴림로봇,RealTime
12:58:30,319660,피에스케이,RealTime
12:58:30,475580,에이럭스,RealTime
12:58:30,053690,한미글로벌,RealTime
12:58:31,353200,대덕전자,RealTime
12:58:32,050890,쏠리드,RealTime
12:58:32,417200,LS머트리얼즈,RealTime
12:58:33,100840,SNT에너지,RealTime
12:58:33,141080,리가켐바이오,RealTime
12:58:34,042370,비츠로테크,RealTime
12:58:35,023160,태광,RealTime
12:58:36,131970,두산테스나,RealTime
12:58:36,476830,알지노믹스,RealTime
12:58:38,010060,OCI홀딩스,RealTime
12:58:38,217590,티엠씨,RealTime
12:58:38,321550,티움바이오,RealTime
12:58:40,047050,포스코인터내셔널,RealTime
12:58:40,000250,삼천당제약,RealTime
12:58:41,078600,대주전자재료,RealTime
12:58:41,330860,네패스아크,RealTime
12:58:42,044490,태웅,RealTime
12:58:43,033160,엠케이전자,RealTime
12:58:44,032500,케이엠더블유,RealTime
12:58:45,375500,DL이앤씨,RealTime
12:58:46,000390,삼화페인트,RealTime
12:58:47,338840,와이바이오로직스,RealTime
12:58:47,091580,상신이디피,RealTime
12:58:48,425420,티에프이,RealTime
12:58:48,098070,한텍,RealTime
13:10:10,348350,위드텍,RealTime
13:17:43,282720,금양그린파워,RealTime
13:28:07,214390,경보제약,RealTime
